hexaethyl tetraphosphate,tetrafosfato de hexaetilo,
hexafluoroacetone,hexafluoracetona,
hexafluorobenzene,hexafluobenceno,
hexafluoroethane,hexafluoretano,
hexafluorophosphoric acid,ácido hexafluofosfórico,
hexafluoropropylene,hexafluopropileno,
hexafluoropropylene epoxide,epóxido de hexafluopropileno,
hexafluorosilicic acid,ácido hexafluosilicico,
hexaglycerol,hexaglicerol,
hexahydric alcohol,alcohol hexahidrico,
hexahydroaniline,hexahidroanilina,
hexahydrobenzene,hexahidrobenceno,
hexahydrobenzoic acid,ácido hexahidrobenzoico,
hexahidrocresol,hexahidrocresol,
hexahydromethylphenol,hexahidrometilfenol,
hexahydrophenol,hexahidrofenol,
hexahydrophthalic anhydride,anhidrido hexahidroftálico,
hexahydropyridine,hexahidropiridina,
hexahydrotoluene,hexahidrotolueno,
"hexahydro-1,3,5-trinitro-sym-triazine","hexahidro-1,3,5-trinitro-sim-triazina",
hexahydroxycyclohexane,hexahidroxiciclohexano,
hexahydroxylene,hexahidroxileno,
hexakis(methoxymethyl)melamine,hexakis (metoximetil)melamina,
n-hexaldehyde,n-hexaldehido,
hexametapol,hexametapol,
hexamethonium chloride,Cloruro de hexametonio,
hexamethylbenzene,hexametilbenceno,
hexamethyldiaminoisopropanol diiodide,diyoduro de hexametildiaminoisopropanol,
hexamethyldisilazane,hexametildisilazano,
hexamethylene,hexametileno,
hexamethylenediamine,hexametilendiamina,
hexamethylenediamine carbamate,carbamato de hexametilendiamina,
hexamethylene diisocyanate,diisocianato de hexametileno,
hexamethylene glycol,hexametilenglicol,
hexamethyleneimine,hexametilenimina,
hexamethylenetetramine,hexametilentetramina,
hexamethylmelamine,hexametilmelamina,
hexamethylpararosaniline chloride,"cloruro de hexametilpararrosanilina,",
hexamethylphosphoramide,hexametilfosforamida,
hexamethylphosphoric triamide,triamida hexametilfosfórica,
hexamethyltetracosahexaene,hexametiltetracosahexaeno,
hexamethyltetracosane,hexametiltetracosano,
hexamine,hexamina,
hexanaphthene,hexanafteno,
n-hexane,n-hexano,
hexanedioic acid,ácido hexanodioico,
"1,6-hexanediol","1,6-hexanodiol",
"hexanedione-2,5","hexanodiona-2,5",
"1,2,6-hexanetriol","1,2,5-hexanotriol",
hexanitrodiphenylamine,hexanitrodifenilamina,
hexanitrodiphenyl sulfide,sulfuro de hexanitrodifenilo,
hexanitromannite,hexanitromanita,
hexanoic acid,ácido hexanoico,
1-hexanol,1-hexanol,
2-hexanone,2-hexanona,
3-hexanone,3-hexanona,
hexanoyl chloride,cloruro de hexanoilo,
hexaphenyldisilane,hexafenildisilano,
hexatriacontane,hexatriacontano,
1-hexene 1,1-hexeno,
2-hexene,2-hexeno,
5-hexene-2-one,5-hexeno-2-ona,
Hexenol,hexenol,
hexestrol,hexestrol,
hexetidine,hexetidina,
hexil,hexil,
hexite,hexita,
hexobarbital,hexobarbital,
hexoic acid,ácido hexoico,
hexokinase,hexoquinasa,
hexone,hexona,
hexyl,hexilo,
hexyl acetate,acetato de hexilo,
sec-hexyl acetate,acetato de sec-hexilo,
hexyl alcohol,alcohol hexilico,
n-hexylamine,n-hexilamina,
n-hexyl bromide,bromuro de n-hexilo,
hexyl cinnamaldehyde,hexilcinamaldehido,
hexylene,hexileno,
hexylene glycol,hexilenglicol,
n-hexyl ether,éter n-hexilico,
hexylic acid,Acido hexilico,
hexyl mercaptan,hexilmercaptano,
hexyl methacrylate,metacrilato de hexilo,
p-tert-hexylphenol,p-terc-hexilfenol,
hexylresorcinol,hexilresorcina,
hexyltrichlorosilane,hexiltriclorosilano,
1-hexyne,1-hexino,
hexinol,hexinol,
high-flash naphtha,nafta de temperatura de inflamación elevada,
high vacuum distillation,destilación a alto vacio,
Hilbert-Johnson reaction,reacción de Hilbert-Johnson,
hindered isocyanate,isocianato trabado,
hindrance,impedimento,
Hinsberg oxindole synthesis,sintesis de oxindoles de Hinsberg,
Hinsberg reaction,reacción de Hinsberg,
Hinsberg sulfone synthesis,sintesis de sulfonas de Hinsberg,
Hinsberg synthesis of thiophene derivatives,síntesis de derivados del tiofeno de Hinsberg,
hippuric acid,ácido hipúrico,
histaminase,histaminasa,
histamine,histamina,
histidine,histidina,
histochemistry,histoquimica,
histone,histona,
"history, chemistry",historia de la quimica,
HMF black,negro HME,
Hoch-Campbell aziridine synthesis,sintesis de aziridinas de Hoch-Campbell,
"Hofmann, degradation",degradación de Hofmann,
Hofmann isonitrile synthesis,sintesis de isonitrilos de Hofmann,
Hofmann-Loffler-Freytag reaction,reacción de Hofmann-Loffler-Freytag,
Hofmann-Martius rearrangement,transposición de Hofmann-Martius,
Hofmann's reaction,reacción de Hofmann,
Hofmann rule,regla de Hofmann,
Hofmann-Sand reaction,reacción de Hofmann-Sand,
Hofmann's Violet,violeta de Hofmann,
hog,cámara para lana de borrego,
hole,hueco,
holmium,holmio,
holmium chloride,cloruro de holmio,
holmium fluoride,fluoruro de holmio,
holmium oxide,óxido de holmio,
holocellulose,holocelulosa,
holography,holografía,
holopulping,"holopulpación,",
holothurin,holoturina,
homatropine,homatropina,
homocyclic,homociclico,
homogeneous,homogéneo,
homogeneous,catálisis homogéna,
homogeneous reaction,reacción homogénea,
homogenization,homogenización,
homologous series,serie homóloga,
homomenthyl salicylate,salicilato de homomentilo,
homomorphs,homomorfos,
homophthalic acid,ácido homoftálico,
homopolymer,homopolimero,
homosalate,homosalato,
o-homosalicylic acid,ácido o-homosalicilico,
homoveratric acid,ácido homoverátrico,
homoveratrylamine,homoveratrilamina,
honey,miel,
Hooke's law,ley de Hooke,
Hooker reaction,reacción de Hooker,
hopcalite,hopcalita,
hops,lúpulo,
horizon,horizonte,
"hormone, animal",hormona animal,
"hormone, plant",hormona vegetal,
hot,caliente,
hot-melt composition,composición de fusión en caliente,
Houben-Fiscber synthesis,sintesis de Houben-Fischer,
Houben-Hoesch reaction,reacción de Houben-Hoesch,
Houdriflow process,proceso de Houdriflow,
Houdry cracking process,proceso de cracking de Houdry,
HPC black,negro CTF,
Huber's reagent,reactivo de Huber,
Hubl's reagent,reactivo de Hubl,
Hudson isorotation rules,reglas de isorotación de Hudson,
Hudson lactone rule,regla de la lactona de Hudson,
humectant,humectante,
humic acid,ácido húmico,
"humidity, absolute",humedad absoluta,
humidity indicator,indicador de humedad,
"humidity, relative",humedad relativa,
humus,humus,
Hunsdiecker reaction,reacción de Hunsdiecker,
Hunter process,proceso de Hunter,
hyaluronic acid,Acido hialurónico,
hydantoin,hidantoina,
hydnocarpic acid,ácido hidnocárpico,
hydrabamine penicillin V,penicilina V hidrabamina,
hydralazine hydrochloride,clorhidrato de hidralazina,
hydrargaphen,hidrargafen,
hydrase,hidrasa,
hydrate,hidrato,
hydrated aluminum oxide,óxido de aluminio hidratado,
hydrated silica,silice hidratada,
hydraulic,hidráulico,
hydraulic barking,descortezamiento hidráulico,
hydraulic fluid,liquido hidráulico,
hydraulic fracturing,fracturación hidráulica,
hydraulic lime,cal hidráulica,
hydraulic press,prensa hidráulica,
hydrazine,hidrazina,
hydrazine acid tartrate,tartrato ácido de hidrazina,
hydrazine dihydrochloride,diclorhidrato de hidrazina,
hydrazine hydrate,hidrato de hidrazina,
hydrazine monobromide,monobromuro de hidrazina,
hydrazine monochloride,monocloruro de hidrazina,
hydrazine nitrate,nitrato de hidrazina,
hydrazine perchlorate,perclorato de hidrazina,
hydrazine sulfate,sulfato de hidrazina,
hydrazine tartrate,tartrato de hidrazina,
hydrazobenzene,hidrazobenceno,
hydrazoic acid,ácido hidrazoico,
hydride,hidruro,
hydriodic acid,Acido yodhidrico,
hydroabietyl alcohol,alcohol hidroabietilico,
hydrobiotite,hidrobiotita,
hydroboration,hidroboración,
hydrobromic acid,ácido bromhidrico,
hydrocarbon,hidrocarburo,
hydrocarbon gas streams,corriente de gas de hidrocarburos,
"hydrocarbon, halogenated",hidrocarburo halogenado,
hydrocellulose,hidrocelulosa,
hydrochloric acid,ácido clorhidrato,
hydrocinnamic acid,ácido hidrocindmico,
hydrocinnamic alcohol,alcohol hidrocinámico,
hydrocinnamic aldehyde,aldehido hidrociná¬mico,
hydrocinnamyl acetate,acetato de hidrocina¬milo,
hydrocolloid,hidrocoloide,
hydrocortisone,hidrocortisona,
hydrocracking,hidrocracking,
hydrocyanic acid,Acido cianhidrico,
hydrodealkylation,hidrodesalquilación,
hydrodistillation,hidrodestilación,
hydrofining,hidrorrefinación,
hydroflumethiazide,hidroilumetiazida,
hydrofluoric acid,ácido fluorhídrico,
hydrofluorosilicic acid,ácido hidrofluosilícico,
hydroforming,hidroformación,
hidrofuramide,hidrofuramida,
hydrogasification,hidrogasificación,
hydrogen,hidrógeno,
ortho-hydrogen,orto-hidrógeno,
para-hydrogen,para-hidrógeno,
hydrogenated terphenyls,terfenilos hidrogenados,
hydrogenation,hidrogenación,
hydrogen azide,azida de hidrógeno,
hydrogen bond,enlace de hidrógeno,
hydrogen bromide,bromuro de hidrógeno,
hydrogen chloride,cloruro de hidrógeno,
hydrogen cyanide,cianuro de hidrógeno,
hydrogen dioxide,dióxido de hidrógeno,
hydrogen electrode,electrodo de hidrógeno,
hydrogen fluoride,fluoruro de hidrógeno,
hydrogen hexafluorosilicate,hexafluosilicato de hidrógeno,
hydrogen iodide,yoduro de hidrógeno,
hydrogen ion concentration,concentración de ion hidrógeno,
hydrogenolysis,hidrogenólisis,
hydrogen peroxide,peróxido de hidrógeno,
hydrogen phosphide,fosfuro de hidrógeno,
hydrogen phosphoretted,fosforado hidrógeno,
hydrogen selenide,seleniuro de hidrógeno,
hydrogen slush,barro de hidrógeno,
hydrogen sulfide,sulfuro de hidrógeno,
hydrogen tellurate,telurato de hidrógeno,
hydrogen telluride,telururo de hidrógeno,
hydrol,hidrol,
hydrolase,hydrolasa,
hydroliquefaction,hidrolicuefacción,
hydrolube,hidrofeno,
hydrolysis,hidrólisis,
hydrometer,hidrómetro,
hydronium ion,ion hidronio,
hydroperoxide,hidroperóxido,
hydrophilic,hidrófilo,
hydrophobic,hidrófobo,
hydroponics,hidropónica,
hydroquinol,hidroquinol,
hydroquinone,hidroquinona,
hydroquinone benzyl ether,bencil éter de la hidroquinona,
hydroquinone dibenzyl ether,dibencil éter de la hidroquinona,
hydroquinone di-n-butyl ether,di-n-butiléter de la hidroquinona,
hydroquinone diethyl ether,dietil éter de la hidroquinona,
hydroquinone di(?-hydroxyethyl)ether,di(?-hidroxietil) éter de la hidroquinona,
hydroquinone dimethyl ether,dimetil éter de la hidroquinona,
hydroquinone mono-n-butyl ether,mono-n¬butil éter de la hidroquinona,
hydroquinone monoethyl ether,monoetil éter de la hidroquinona,
hydroquinone monomethyl ether,monometil éter de la hidroquinona,
hydrosilicofluoric acid,ácido hidrosilicofluórico,
hydrosolvation,hidrosolvación,
hydrosulfite,hidrosulóto,
hydrosulfite-formaldehyde,hidrosulfito-formaldehido,
hydrothermal energy,energia hidrotérmica,
hydrotrope,hidrótropo,
hydroxocobalamine,hidroxocobalamina,
hydroxyacetal,hidroxiacetal,
p-hydroxyacetanilide,p-hidroxiacetanilida,
hydroxyacetic acid,ácido hidroxiacético,
hydroayacetone,hidroxiacetona,
o-hydroxyacetophenone,o-hidroxiacetofenona,
2-hydroxyadipaldehyde,2-hidroxiadipaldehido,
?-hydroxyalanine,?-hidroxialanina,
5-hydroxy-3-(?-aminoethyl)indole,5-hidroxi-3-(?-aminoetil)indol,
hydroxyaniline,hidroxianilina,
o-hydroxyanisole,o-hidroxianisol,
p-hydroxyanisole,p-hidroxianisol,
9-hydroxyanthracene,9-hidroxiantraceno,
hydroxyapatite,hidroxiapatito,
p-hydroxyazobenzene-p-sulfonic acid,ácido p-hidroxiazobenceno-p-sulfónico,
m-hydroxybenzaldehyde,m-hidroxibenzaldehído,
o-hydroxybenzaldehyde,o-hidroxibenzaldehído,
p-hydroxybenzaldehyde,p-hidroxibenzaldehído,
o-hydroxybenzamide,o-hidroxibenzamida,
hydroxybenzene,hidroxibenceno,
"2-hydroxy-1',2'-benzocarbazole-3-carboxylic acid","ácido 2-hidroxi-1',2'-benzocarbazol-3-carboxílico",
m-hydroxybenzoic acid,ácido m-hidroxibenzoico,
o-hydroxybenzoic acid,ácido o-hidroxibenzoico,
p-hydroxybenzoic acid,ácido p-hidroxibenzoico,
2-hydroxybenzophenone,2-hidroxibenzofenona,
o-hydroxybenzyl alcohol,alcohol o-hidroxibencílico,
?-hydroxybutyraldehyde,aldehído ?-hidroxi-butírico,
p-hydroxybutyranilide,anilida p-hidroxibutírica,
?-hydroxybutyric acid,ácido ?-hidroxibutírico,
2-hydroxycamphane,2-hidroxicanfano,
hydroxy-?-carotene,hidroxi-?-caroteno,
3-?-hydroxycholestane,3-?-hidroxicolestano,
hydroxycitronellal,hidroxicitronelal,
hydroxycitronellal dimethyl acetal,dimetilacetal del hidroxicitronelal,
hydroxycitronellal-methyl anthranilate Schiff base,base de Schif hidroxicitronelalantranilato de metilo,
17-hydroxycorticosterone,17-hidroxicorticosterona,
3-hydroxy-p-cymene,3-hidroxi-p-cimeno,
"1-hydroxy-2,4-diamylbenzene","1-hidroxi-2,4-diamilbenceno",
hydroxydiphenyl,hidroxidifenilo,
p-hydroxydiphenylamine,p-hidroxidifenilamina,
2-hydroxyethanesulfonic acid,ácido 2-hidroxietansulfónico,
hydroxyethylacetamide,hidroxietilacetamida,
2-hydroxyethyl acrylate,2-hidroxietilacrilato,
2-hydroxyethylamine,2-hidroxietilamina,
2-hydroxyethyl carbamate,carbamato de 2-hidroxietilo,
hydroxyethylcellulose,hidroxietilcelulosa,
hydroxyethylethylenediamine,hidroxietiletilendiamina,
hydroxyethylethylenediaminetriacetic acid,ácido hidroxietiletilendiaminotriacético,
n-(2-hydroxyethyl)ethyleneimine,n-(2-hidroxietil)etilenimina,
1-(2-hydroxyethyl)-2-n-heptadecenyl-2-imidazoline,1-(2-hidroxietil)-2-n-heptadecenil-2-imidazolina,
?-hydroxyethylhydrazine,?-hidroxietilhidrazina,
2-hydroxyethyl methacrylate,metacrilato de 2-hidroxietilo,
N-hydroxyelhylmorpholine,N-hidroxietilmorfolina,
N-hydroxyethyl piperazine,N-hidroxietilpiperazina,
N-2-hydroxyethylpiperidine,N-2-hidroxietilpiperidina,
hydroxyethyltrimethylammonium bicarbonate,bicarbonato de hidroxietiltrimetilamonio,
?-hydroxyethyltrimethylammonium hydroxide,hidróxido de ?-hidroxietiltrimetilamonio,
1-hydroxyfenchane,1-hidroxifencano,
4-hydroxy-2-keto-4-methylpentane,4-hidroxi-2-ceto-metilpentano,
hydroxylamine,hidroxilamina,
hydroxylamine acid sulfate,sulfato ácido de hidroxilamina,
hydroxylamine hydrochloride,clorhidrato de hidroxilamina,
hydroxylamine sulfate,sulfato de hidroxilamina,
hydroxylammonium acid sulfate,sulfato ácido de hidroxilamonio,
hydroxylammonium chloride,cloruro de hidroxilamonio,
hydroxylammonium sulfate,sulfato de hidroxilamonio,
hydroxyl group,grupo hidroxilo,
hydroxymercurichlorophenol,hidroximercuriclorofenol,
hydroxymercuricresol,hidroximercuricresol,
hydroxymercurinitrophenol,hidroximercurinitrofenol,
2-hydroxy-3-methylbenzoic acid,ácido 2-hi¬droxi-3-metilbenzoico,
3-hydroxy-3-methylbutanone-2,3-hidroxi-3-metilbutanona-2,
7-hydroxy-4-methylcoumarin,7-hidroxi-4-metilcumarina,
"4-hydroxymethyl-2,6-di-tert-butylphenol","4-hidroximetil-2,6-di-terc-butilfenol",
hydroxymethylethylene carbonate,carbonato de hidroximetiletileno,
5-hydroxymethyl-2-furaldehyde,5-hidroximetil-2-furaldehido,
"Dl-a-hydroxy-y-methylmercaptobutyric acid, calcium salt",sal cálcica del ácido DI-a-hidroxi-y-metilmercaptobutirico,
2-hydroxymethyl-5-norbornene,2-hidroxime-til-5-norborneno,
4-hydroxy-4-methylpentanone-2,4-hidroxi-4-metilpentanona-2,
2-(2'-hydroxy-5'-methylphenyl)benzotriazole,2-(2'-hidroxi-5'-metilfenil)benzotriazole,
"3-hydroxy-2-methyl-1,4-pyrone","3-hidroxi-2-metil-1,4-pirona",
hydroxynaphthalene,hidroxinaftaleno,
3-hydroxy-2-naphthoic acid,ácido 3-hidroxi-2-naftoico,
? -hydroxynaphthoic anilide,anilida ?-hidro-xinaftoica,
"2-hydroxy-1,4-naphthoquinone","2-hidroxi-1,4-naftoquinona",
"5-hydroxy-1,4-naphthoquinone","5-hidroxi-1,4-naftoquinona",
N-(7-hydroxy-l-naphthyl)acetamide,N-(7-hi-droxi-l-naftil)acetamida,
4-hydroxy-3-nitrobenzenearsonic acid,4-hi-droxi-3-nitrobencenoarsónico,
"4-hydroxynonanoic acid, y-lactone",y-lactona del ácido 4-hidroxinonanoico,
cis-12-hydroxyoctadec-9-enoic acid,ácido cis-12-hidroxioctadec-9-enoico,
12-hydroxyoleic acid ácido 12-hidroxioleico,ácido 12-hidroxioleico,
15-hydroxypentadecanoic acid lactone,lactona del ácido 15-hidroxipentadecanoico,
3-hydroxyphenol,3-hidroxifenol,
2-hydroxy-2-phenylacetophenone,2-hidroxi-2–fenilacetofenona,
?-p-hydroxyphenylalanine,?-p-hidroxifenilalanina,
2-(2'-hydroxyphenyl)benzotriazole,2-(2'-(hidroxifenil)benzotriazol,
p-hydroxyphenyl benzyl ether,p-hidroxifenil bencil éter,
4-(p-hydroxyphenyl)-2-butanone acetate,acetato 4-(p-hidroxifenil)-2-butanona,
N-(p-hydroxyphenyl)glycine,N-(p-hidroxifenil)glicina,
2-hydroxyphenylmercuric chloride,cloruro 2-hidroxifenilmercdrico,
hydroxyphenylstearic acid,ácido hidroxifenilesteárico,
1-hydroxypiperidine 1-hidroxipiperidina,1-hidroxipiperidina,
11-a-hydroxyprogesterona 11-a-hidroxiprogesterona,11-a-hidroxiprogesterona,
4-hydroxyproline 4-hidroxiprolina,4-hydroxyproline 4-hidroxiprolina,
"2-hydroxy-1,2,3-propanetricarboxylic acid","ácido 2-hidroxi-1,2,3-propanotricarboxilico",
?-hydroxypropionic acid,ácido a-hidroxipropiónico,
?-hydroxypropionitrile a-hidroxipropionitrilo,?-hydroxypropionitrile a-hidroxipropionitrilo,
?-hydroxypropionitrile ?-hidroxipropionitrilo,?-hydroxypropionitrile ?-hidroxipropionitrilo,
2-hydroxypropyl acrylate,acrilato de 2-hidroxipropilo,
2-hydroxypropylamine,2-hidroxipropilamina,
hydroxypropyl cellulose,hidroxipropilcelulosa,
hydroxypropylglycerin,hidroxipropilglicerina,
hydroxypropyl methacrylate,metacrilato de hidroxipropilo,
hydroxypropyl methylcellulose,hidroxipropilmetilcelulosa,
N-?-hydroxypropyl-o-toluidine,N-?-hidroxi-propil-o-toluidina,
"4-hydroxy-2H-pyran-3,3,5,5(4H,6H)tetramethanol","4-hidroxi-2H-piran-3,3,5,5(4H, 6H)tetrametanol",
2-hydroxypyridine-N-oxide,N-óxido de la 2-hidroxipiridina,
1-hydroxy-2-pyridine thione,1-hidroxi-2-piridinotiona,
4-hydroxy-2-pyrrolidinecarboxylic acid,ácido 4-hidroxi-2-pirrolidincarboxilico,
8-hydroxyquinoline,8-hidroxiquinoleina,
8-hydroxyquinoline benzoate,benzoato de 8-hidroxiquinoleina,
8-hydroxyquinoline sulfate,sulfato de 8-hidroxiquinoleina,
4-hydroxysalicylic acid,ácido 4-hidroxisalicílico,
12-hydroxystearic acid,ácido 12-hidroxiestedrico,
"1,12-hydroxystearyl alcohol","alcohol 1,12-hidroxiestearilico",
hydroxysuccinic acid,ácido hidroxisuccinico,
hydroxytoluene,hidroxitolueno,
hydroxytoluic acid ácido hidroxitoluico,ácido hidroxitoluico,
1-hydroxytriacontane,1-hidroxitriacontano,
5-hydroxytriptamine,5-hidroxitriptamina,
"4-hydroxyundecanoic acid, y-lactone",y-lactona del ácido 4-hidroxiundecanoico,
hydrozincite,hidrozincita,
hydyne,hidina,
hygromycin,higromicina,
hygroscopic,higroscópico,
hyperglycemic-glycogenolytic factor,Factor hiperglicémico-glicogenolitico,
hypergolic fuel,combustible hipergólico,
hypersorption,hipersorción,
hypertensin,hipertensina,
hypnone,hipnona,
hypoallergenic,hipoalergénico,
hypobromous acid,ácido hipobromoso,
hypochlorite solution,solución de hipoclorito,
hypochlorous acid,ácido hipocloroso,
?-hypophamine,?-hipofamina,
?-hypophamine,?-hipofamina,
hypophosphoric,ácido hipofosfórico,
hypophosphorous acid,ácido hipofosforoso,
hypoxanthine,hipoxantina,
hypoxanthine riboside,hipoxamin ribósido,
hypoxanthine riboside-5-phosphoric acid,ácido hipoxantina ribósido-5-fosfórico,
hysteresis,histéresis,
ICC,CCE,
ice,hielo,
Iceland moss,liquen de Islandia,
Iceland spar,espato de Islandia,
ichthammol,ictamol,
ideal gas,gas ideal,
ideal solution,solución ideal,
identity period,período de identidad,
ignition control compound,compuesto para el control de encendido,
ignition point,punto de ignición,
ignotine,ignotina,
ilmenite,ilmenita,
Imhoff tank,tanque de Imhoff,
imidazole,imidazol,
"4,5-imidazoledicarboxamide","4,5-imidazoldicarboxamida",
4-imidazole ethylamine,4-imidazol etilamina,
2-imidazolidinone,2-imidazolidinona,
2-imidazolidone,2-imidazolidona,
"imidazo(4,5-d)pyrimidine","imidazo(4,5-d) pirimidina",
¡mide ,¡mida,
¡mine,¡mina,
"3,3'-iminobispropylamine","3,3'-iminobispropilamina",
iminodiacetic acid disodium salt hydrate,hidrato de la sal disódica del ácido ¡minodiacético,
iminodiacetonitrile,iminodiacetonitrilo,
iminourea,iminourea,
immiscible,inmiscible,
immune serum globulin,inmunoseroglobulina,
immunochemistry,inmunoquímica,
immunoglobulin,inmunoglobulina,
IMP,MFI,
impact strength,resistencia al impacto,
impalpable,impalpable,
impeller,impulsor,
imperial green,verde imperial,
impurity,impureza,
incendiary gel,geles incendiarios,
incineration,incineración,
inclusion complex,complejo de inclusión,
indan,indano,
indanthrene,indantreno,
indanthrene yellow,amarillo indantreno,
indanthrone,indantrona,
indene,indeno,
Indian red,rojo de la India,
Indian Yellow,amarillo indio,
indicator,indicator,
indigo,indigo,
indirect dye,colorante indirecto,
indium,indio,
indium acetylacetonate,acetilacetonato de indio,
indium antimonide,antimoniuro de indio,
indium arsenide,arseniuro indio,
indium chloride,cloruro de indio,
indium oxide,óxido de indio,
indium phosphide,fosfuro de indio,
indium sulfate,sulfato de indio,
indium telluride,teluriuro indio,
indium trichloride,tricloruro de indio,
indole,indol,
3-Indoleacetic acid,ácido 3-indolacético,
indole-a-aminopropionic acid,ácido indol-aamino propiónico,
3-indolebutyric acid,ácido 3-indolbutírico,
"indole-2,3-dione","indol-2,3-diona",
indomethacin,indometacina,
indurite,indurita,
industrial alcohol,alcohol industrial,
industrial carbon,carbón industrial,
"industrial, chemistry",química industrial,
industrial dust,polvo industrial,
industrial waste,residuos industriales,
inert,inerte,
infrared,infrarrojo,
infrared spectroscopy,espectroscopia infrarroja,
infusion,infusión,
infusorial earth,tierra infusoria,
ingot iron,hierro de lingote,
ingrain dye,colorante para teñir en rama,
inhibitor,inhibidor,
initiating explosive,explosivo de iniciación,
initiator,iniciador,
injection molding,moldeo por inyección,
ink,tinta,
inorganic chemistry,quimica inorgánica,
inosine,inosina,
inosinic acid,ácido inosinico,
inositol,inositol,
inositol hexaphosphoric acid,ácido inosita hexafosfórico,
"inositol hexaphosphoric acid ester, sodium salt",sal sódica del éster del ácido inosita hexafosfórico,
insecticide,Insecticida,
insect wax,cera de insectos,
instrument,instrumento,
instrumentation,instrumentación,
insulating oil,aceite aislante,
insulator,aislante,
insulin,insulina,
intercalation compound,compuesto de intercalación,
interface,interfase,
interferon,interferón,
intermediate,intermedio,
intermetallic compound,compuestos intermetálicos,
International Union of Pure and Applied Chemistry (IUPAC),Unión Internacional de Química Pura y Aplicada interstellar space espacio interestelar,
interstitial,intersticial,
introns,intrones,
intumescence,intumescencia,
inulin,inulina,
invention,invento,
invertase,invertasa,
invert soaps,jabones invertidos,
invert sugar,azúcar invertido,
investment casting,moldeo a la cera perdida,
in vitro,in vitro,
iodeosin,yodoeosma,
iodic acid,ácido yódico,
iodic acid anhydride,anhidrido del ácido yódico,
iodine,yodo,
iodine 131,yodo-131,
iodine bromide,bromuro de yodo,
iodine chloride,cloruro de yodo,
iodine cyanide,cianuro de yodo,
iodine monobromide,monobromuro de yodo,
iodine monochloride,monocloruro de yodo,
iodine number,indice de yodo,
iodine pentafluoride,pentafluoruro de yodo,
iodine pentoxide,pentóxido de yodo,
iodine tincture,tintura de yodo,
iodine trichloride,tricloruro de yodo,
iodine value,valor de yodo,
iodipamide,yodipamida,
iodisan,yodisdn,
iodized oil,aceite yodado,
"iodoacetic acid, sodium salt",sal sódica del ácido yodoacético,
iodoethane,yodoetano,
iodoethylene,yodoetileno,
iodoform,yodoformo,
iodomethane,yodometano,
1-iodooctadecane,1-yodooctadecano,
iodopanoic acid,ácido yodopanoico,
iodophor yodóforo,iodophosphonium,
yodofosfonio,2-iodopropane2-yodopropano,
N-iodosuccinimide,N-yodosuccinimida,
ion,ion,
ion exchange,intercambio de iones,
ion exchange chromatography,cromatografia de intercambio de iones,
ion-exchange resin,resinas de intercambio iónico,
ion exclusion,exclusión de iones,
ionic bond,enlace iónico,
ionic detergent,detergente iónico,
ionization,ionización,
ionizing radiation,radiación ionizante,
ionomer resin,resina de ionómero,
ionone,ionona,
ion retardation,retardo iónico,
iopanoic acid,ácido yopanoico,
IPC,FCI,
"IPC, chloro-",cloro-FCI,
ipecac,ipecacuana,
iridic chloride,cloruro irídico,
iridium,iridio,
iridium 192,iridio 192,
iridium bromide,bromuro de iridio,
iridium chloride,cloruro de iridio,
iridium potassium chloride,cloruro de iridio y potasio,
iridium sesquioxide,sesquióxido de iridio,
iridium tetrachloride,tetracloruro de iridio,
iridium tribromide,tribromuro de iridio,
iridium trichloride,tricloruro de iridio,
iridomyrmecin,iridomirmecina,
iridosmine,iridosmina,
Irish moss,musgo de Irlanda,
iron,hierro,
iron 55,hierro 55,
iron 59,hierro 59,
iron acetate liquor,licor de acetato de hierro,
iron black,negro de hierro,
iron blue,azul de hierro,
"iron carbonate, precipitated",carbonato de hierro precipitado,
iron carbonyl,hierro carbonilo,
iron compounds,compuestos de hierro,
irone,irona,
iron formation,formación de hierro,
iron mass,masa de hierro,
iron octoate,octoato de hierro,
iron-ore cement,cemento de mineral de hierro,
"iron ore, chrome",mineral cromado de hierro,
"iron ore, magnetic",mineral magnético de hierro,
"iron ore, red",mineral rojo de hierro,
"iron oxide, black",óxido negro de hierro,
"iron oxide, brown",óxido pardo de hierro,
"iron oxide, hydrated",óxido hidratado de hierro,
"iron oxide, metallic brown",óxido metálico pardo de hierro,
"iron oxide, process",método del óxido de hierro,
iron oxide red,rojo de óxido de hierro,
iron oxide yellow,amarillo de óxido de hierro,
iron pentacarbonyl,"hierro, pentacarbonilo",
iron powder,hierro en polvo,
iron protochloride,protocloruro de hierro,
iron protoiodide,protoyoduro de hierro,
iron protosulfide,protosulfuro de hierro,
iron pyrite,pirita de hierro,
iron pyrolignite,pirolignito de hierro,
iron pyrophosphate,pirofosfato de hierro,
iron red,rojo de hierro,
iron sponge,esponja de hierro,
"iron sponge, spent",esponja agotada de hierro,
"iron, stainless",hierros inoxidables,
irradiation,irradiación,
irreversible,irreversible,
ISAF black,negro ISAF,
isanic acid,ácido isánico,
isatin,isatina,
isatoic anhydride,anhídrido isatoico,
isethionic acid,ácido isetiónico,
isoalloxazine,isoaloxacina,
isoamyl acetate,acetato de isoamilo,
"isoamyl alcohol, primary",alcohol isoamílico primario,
"isoamyl alcohol, secondary",alcohol isoamílico secundario,
isoamyl benzoate,benzoato de isoamilo,
isoamyl benzyl ether,isoamil bencil éter,
isoamyl butyrate,butirato de isoamilo,
isoamyl chloride,cloruro de isoamilo,
